Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live_x,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off_x,Crs_x,Int_x,TklW_x,PKwon,PKcon,OG,Recov,Won,Lost_x,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Total - Tkl,TklW_y,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers- Tkl,Att_x,Tkl%,Lost_y,Total Blocks,Shots Blocked,Passes Blocked,Int_y,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,TO,GCA - Sh,GCA - Fld,GCA - Def,Att_y,Live_y,Dead,FK_y,TB,Sw,Crs_y,TI,CK,In,Out,Str,Cmp,Off_y,Blocks,position_group
Stefan Posch,at AUT,DF,Bologna,27-335,1997,7.9,it Serie A,602,33,186,290,133,13,602,11,3,27.3,8,72.7,295,1505,581,11,8,1,9,12,348,35,1,0,0,16,17,1,18,5,15,0,0,0,43,13,8,61.9,396,505,78.4,7784,2928,144,174,82.8,181,211,85.8,65,96,67.7,0,0.7,0.5,-0.7,10,40,11,7,36,26,15,12,9,5,15,25,60.0,10,19,4,15,5,31,22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,18,2.26,14,3,0,0,1,0,1,0.13,1,0,0,0,0,0,505,406,97,23,0,4,18,74,0,0,0,0,396,2,12,Defender
Stefan Posch,at AUT,DF,Atalanta,27-335,1997,3.8,it Serie A,263,18,97,129,39,4,263,2,1,50.0,1,50.0,185,1147,619,4,5,0,2,5,173,4,0,0,0,10,0,0,5,4,10,0,0,0,21,4,4,50.0,179,217,82.5,2858,1024,101,104,97.1,65,75,86.7,11,28,39.3,0,0.0,0.1,0.0,0,20,2,0,19,14,10,5,6,3,7,8,87.5,1,5,1,4,4,18,13,0,0,3,2,66.7,0.79,0.53,0.0,0.0,11.2,0,0,0,0.2,0.2,0.07,-0.2,-0.2,5,1.32,3,0,0,2,0,0,1,0.26,0,0,0,1,0,0,217,207,10,7,0,0,5,3,0,0,0,0,179,0,6,Defender
Tom Pouilly,fr FRA,"DF,MF",Lens,21-300,2003,1.2,fr Ligue 1,122,3,21,43,60,6,122,3,2,66.7,0,0.0,78,405,191,6,5,1,5,0,80,27,1,0,0,2,1,0,10,1,3,0,0,0,10,0,4,0.0,80,104,76.9,1309,426,37,42,88.1,39,48,81.3,4,11,36.4,0,0.1,0.2,-0.1,2,5,8,4,9,4,3,1,1,2,2,3,66.7,1,3,1,2,1,5,4,0,0,3,1,33.3,2.48,0.83,0.0,0.0,15.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,7,5.78,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,104,88,16,3,0,1,10,13,0,0,0,0,80,0,2,Defender
Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,30-303,1994,3.5,de Bundesliga,182,10,32,80,71,25,182,6,1,16.7,4,66.7,72,297,89,2,4,0,13,10,125,22,1,0,0,5,13,1,1,0,5,0,0,0,14,23,10,69.7,70,117,59.8,833,259,49,68,72.1,16,32,50.0,1,3,33.3,0,0.5,0.4,-0.5,6,7,4,0,10,9,5,2,5,2,3,6,50.0,3,5,2,3,0,9,10,0,1,10,4,40.0,2.88,1.15,0.1,0.25,8.5,0,0,0,2.2,2.2,0.22,-1.2,-1.2,12,3.44,9,0,0,1,2,0,1,0.29,0,0,0,1,0,0,117,115,1,1,0,0,1,0,0,0,0,0,70,1,7,Attacking Midfielders
Beñat Prados,es ESP,MF,Athletic Club,24-065,2001,16.0,es La Liga,870,25,157,558,163,21,870,21,7,33.3,12,57.1,423,2008,939,15,17,1,19,16,544,30,6,0,0,28,13,0,9,24,25,0,0,0,74,28,19,59.6,572,701,81.6,9586,2209,258,303,85.1,266,308,86.4,34,60,56.7,0,1.1,1.2,-1.1,11,61,5,1,63,41,25,14,20,7,16,39,41.0,23,19,2,17,24,65,22,0,1,15,5,33.3,0.94,0.31,0.07,0.2,20.9,0,0,0,0.9,0.9,0.06,0.1,0.1,18,1.12,17,0,0,1,0,0,3,0.19,3,0,0,0,0,0,701,686,14,11,3,3,9,3,0,0,0,0,572,1,8,Central Midfielders
Alexander Prass,at AUT,DF,Hoffenheim,23-323,2001,16.9,de Bundesliga,1176,66,336,524,324,32,1176,42,20,47.6,17,40.5,595,2751,1323,28,30,5,20,10,681,65,1,0,0,17,24,0,53,9,23,1,0,0,89,15,19,44.1,695,956,72.7,11516,4047,329,379,86.8,298,391,76.2,51,121,42.1,1,2.8,2.8,-1.8,18,43,27,11,63,41,23,23,15,3,24,57,42.1,33,32,6,26,9,50,48,4,0,12,1,8.3,0.71,0.06,0.0,0.0,18.6,1,0,0,0.9,0.9,0.07,-0.9,-0.9,35,2.07,29,1,4,0,1,0,5,0.3,3,1,0,0,1,0,956,793,158,14,3,2,53,143,1,0,1,0,695,5,29,Defender
Matteo Prati,it ITA,MF,Cagliari,21-107,2003,5.4,it Serie A,268,10,77,150,42,2,268,8,3,37.5,3,37.5,134,474,196,1,3,0,4,2,158,6,1,0,0,7,6,0,5,5,4,0,0,0,17,0,5,0.0,157,215,73.0,3163,890,56,67,83.6,74,89,83.1,25,53,47.2,0,0.7,0.4,-0.7,6,17,4,1,17,10,4,2,7,1,3,10,30.0,7,4,1,3,5,15,9,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,9,1.66,7,1,0,0,1,0,1,0.18,1,0,0,0,0,0,215,206,9,6,1,2,5,1,2,1,1,0,157,0,3,Central Midfielders
Abdón Prats,es ESP,"FW,MF",Mallorca,32-128,1992,4.3,es La Liga,127,5,14,65,48,22,126,3,1,33.3,2,66.7,67,184,35,0,0,0,16,10,92,10,4,0,0,6,17,2,0,1,1,1,0,0,13,17,29,37.0,50,73,68.5,743,151,28,37,75.7,15,22,68.2,4,6,66.7,0,0.0,0.1,0.0,1,4,1,0,6,1,1,1,0,0,0,1,0.0,1,2,1,1,1,2,4,0,2,12,4,33.3,2.78,0.93,0.08,0.25,15.2,0,1,1,2.1,1.3,0.11,-0.1,-0.3,5,1.17,3,0,0,1,1,0,1,0.23,0,0,0,0,1,0,73,68,5,0,0,0,0,0,0,0,0,0,50,0,1,Attacking Midfielders
David Preu,de GER,MF,Union Berlin,20-170,2004,0.1,de Bundesliga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Central Midfielders
Grischa Prömel,de GER,MF,Hoffenheim,30-095,1995,1.9,de Bundesliga,106,4,19,71,18,0,106,1,0,0.0,1,100.0,70,300,137,2,1,0,2,2,82,3,0,0,0,0,3,0,2,2,0,0,0,0,7,1,3,25.0,80,95,84.2,1274,250,40,45,88.9,36,40,90.0,3,7,42.9,0,0.0,0.0,0.0,0,5,0,0,5,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,1.03,1,1,0,0,0,0,1,0.52,1,0,0,0,0,0,95,89,6,4,0,0,2,1,0,0,0,0,80,0,1,Central Midfielders
Ivan Provedel,it ITA,GK,Lazio,31-028,1994,29.0,it Serie A,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,44,7,1,87.5,865,1118,77.4,24564,16820,121,121,100.0,428,432,99.1,315,560,56.3,0,0.3,0.1,-0.3,3,25,2,0,4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13,0.45,10,2,0,0,1,0,0,0.0,0,0,0,0,0,0,1118,946,169,63,0,4,0,0,0,0,0,0,865,3,1,GK
Ivan Prtajin,hr CRO,FW,Union Berlin,28-335,1996,1.8,de Bundesliga,78,3,6,29,43,12,78,1,1,100.0,0,0.0,38,98,23,1,0,1,6,3,55,17,0,0,0,1,1,2,3,0,2,0,0,0,4,10,17,37.0,18,48,37.5,204,37,12,23,52.2,3,10,30.0,1,2,50.0,0,0.1,0.1,-0.1,1,0,1,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,8,2,25.0,4.47,1.12,0.0,0.0,15.7,0,0,0,0.5,0.5,0.07,-0.5,-0.5,1,0.56,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,48,47,1,0,0,0,3,0,0,0,0,0,18,0,2,Forwards
Javi Puado,es ESP,"FW,MF",Espanyol,26-324,1998,26.6,es La Liga,768,16,96,366,322,81,764,53,19,35.8,30,56.6,482,3587,1487,55,38,15,60,26,550,83,6,0,0,16,22,5,19,4,13,1,0,0,76,8,25,24.2,399,523,76.3,6013,946,215,260,82.7,144,174,82.8,24,47,51.1,3,2.1,1.3,0.9,18,27,10,3,54,16,13,9,4,3,6,12,50.0,6,12,2,10,4,20,15,0,10,49,13,26.5,1.84,0.49,0.12,0.46,20.0,0,4,4,8.9,5.8,0.12,1.1,0.2,44,1.66,34,0,2,5,3,0,6,0.23,5,0,0,0,1,0,523,500,21,0,5,4,19,5,1,0,0,0,399,2,15,Attacking Midfielders
Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,26-081,1999,4.4,de Bundesliga,247,15,74,94,87,2,247,19,9,47.4,8,42.1,109,703,353,13,11,0,8,5,125,30,0,0,0,2,7,1,37,3,4,0,0,0,32,4,4,50.0,137,195,70.3,2283,769,77,84,91.7,45,71,63.4,12,31,38.7,1,0.6,0.7,0.4,8,6,6,6,8,9,4,6,3,0,5,7,71.4,2,4,1,3,3,12,11,0,0,4,1,25.0,0.91,0.23,0.0,0.0,21.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,14,3.18,9,5,0,0,0,0,1,0.23,1,0,0,0,0,0,195,148,47,6,0,1,37,28,13,4,8,0,137,0,6,Defender
Diego Pugno,it ITA,FW,Juventus,18-281,2006,0.1,it Serie A,4,0,0,2,3,0,4,1,0,0.0,1,100.0,2,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0,Forwards
Christian Pulisic,us USA,"FW,MF",Milan,26-208,1998,21.9,it Serie A,1083,11,113,382,606,103,1079,56,24,42.9,25,44.6,671,4565,2619,93,58,30,46,29,764,156,1,0,0,16,26,2,102,3,22,1,0,0,78,9,33,21.4,646,854,75.6,9560,2414,378,426,88.7,217,286,75.9,31,88,35.2,8,5.7,5.4,2.3,60,45,33,8,90,34,22,11,11,12,12,30,40.0,18,20,1,19,3,37,11,1,9,42,17,40.5,1.91,0.77,0.14,0.35,17.3,1,3,4,10.1,6.9,0.16,-1.1,-0.9,100,4.56,72,12,2,7,4,3,12,0.55,4,3,0,3,1,1,854,755,92,16,13,1,102,15,61,41,4,0,646,7,20,Attacking Midfielders
Jarell Quansah,eng ENG,DF,Liverpool,22-075,2003,3.5,eng Premier League,272,36,134,113,25,5,272,2,1,50.0,1,50.0,165,922,483,2,3,1,4,2,190,4,1,0,0,7,1,0,2,5,7,0,0,0,9,5,8,38.5,206,228,90.4,3720,1253,75,77,97.4,115,126,91.3,13,20,65.0,0,0.1,0.2,-0.1,1,18,1,0,12,10,7,8,2,0,5,7,71.4,2,5,5,0,5,15,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.57,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,228,210,18,7,0,1,2,11,0,0,0,0,206,0,1,Defender
Leopold Querfeld,at AUT,DF,Union Berlin,21-115,2003,14.4,de Bundesliga,756,123,415,302,42,26,756,8,3,37.5,4,50.0,355,1453,598,0,1,0,4,2,395,4,5,0,0,14,9,0,0,12,7,0,0,0,43,50,37,57.5,443,553,80.1,8902,3715,162,180,90.0,209,227,92.1,63,123,51.2,1,0.7,0.9,0.3,8,34,4,0,29,18,7,14,4,0,8,13,61.5,5,20,9,11,12,30,108,2,1,12,3,25.0,0.83,0.21,0.08,0.33,12.8,0,0,0,0.9,0.9,0.08,0.1,0.1,16,1.11,14,0,0,1,1,0,1,0.07,1,0,0,0,0,0,553,519,31,22,1,7,0,1,0,0,0,0,443,3,5,Defender
Dani Raba,es ESP,"FW,MF",Leganés,29-167,1995,16.2,es La Liga,721,17,102,344,295,29,716,71,32,45.1,32,45.1,396,2163,1135,34,33,7,44,32,435,76,5,0,0,32,48,8,65,14,21,1,0,0,77,4,11,26.7,321,495,64.8,5596,1890,145,179,81.0,127,182,69.8,39,99,39.4,4,3.5,3.2,0.5,35,33,17,2,53,34,21,16,14,4,15,35,42.9,20,22,2,20,14,48,14,1,7,25,8,32.0,1.55,0.49,0.12,0.38,26.5,2,4,5,6.8,2.9,0.12,0.2,0.1,77,4.76,33,16,11,3,9,5,10,0.62,5,1,2,0,1,1,495,391,97,36,12,2,65,5,35,14,14,0,321,7,13,Attacking Midfielders
Adrien Rabiot,fr FRA,MF,Marseille,30-011,1995,22.6,fr Ligue 1,1539,28,192,826,534,75,1539,43,21,48.8,21,48.8,913,5035,2423,70,48,11,36,28,1221,147,3,0,0,47,26,9,34,19,26,0,1,0,107,27,23,54.0,1121,1315,85.2,15496,3334,665,723,92.0,375,435,86.2,32,55,58.2,2,2.4,2.1,-0.4,20,125,21,4,144,42,26,15,18,9,19,30,63.3,11,15,1,14,19,61,28,0,6,35,14,40.0,1.55,0.62,0.17,0.43,13.9,0,0,0,4.4,4.4,0.13,1.6,1.6,48,2.12,40,0,3,3,2,0,7,0.31,5,0,1,0,1,0,1315,1284,28,16,5,0,34,10,0,0,0,0,1121,3,31,Central Midfielders
Ionuț Radu,ro ROU,GK,Venezia,27-321,1997,9.0,it Serie A,369,320,369,0,0,0,369,1,1,100.0,0,0.0,256,1256,777,0,0,0,1,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,179,345,51.9,5357,4160,23,23,100.0,95,101,94.1,61,219,27.9,0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.33,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,345,282,61,24,0,0,0,0,0,0,0,0,179,2,0,GK
Hamza Rafia,tn TUN,MF,Lecce,26-012,1999,11.8,it Serie A,651,16,132,367,164,12,651,22,10,45.5,7,31.8,317,1511,662,13,16,2,21,20,411,32,4,0,0,26,25,0,45,4,27,0,0,0,62,5,13,27.8,409,527,77.6,6442,2203,216,245,88.2,146,180,81.1,32,67,47.8,0,1.4,1.3,-1.4,16,47,15,6,51,44,27,14,25,5,15,32,46.9,17,7,2,5,4,48,18,1,0,10,2,20.0,0.85,0.17,0.0,0.0,23.3,1,0,0,0.5,0.5,0.05,-0.5,-0.5,36,3.06,24,7,1,0,1,3,0,0.0,0,0,0,0,0,0,527,455,70,28,2,1,45,1,25,9,10,0,409,2,11,Central Midfielders
Hákon Rafn Valdimarsson,is ISL,GK,Brentford,23-183,2001,1.6,eng Premier League,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,46,70,65.7,1445,1110,8,8,100.0,21,21,100.0,17,41,41.5,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,1.24,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,70,50,20,4,0,0,0,0,0,0,0,0,46,0,0,GK
Arnau Rafús,es ESP,GK,Valladolid,21-352,2003,1.0,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,33,43,76.7,1001,672,4,4,100.0,20,21,95.2,9,17,52.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,43,35,8,3,0,0,0,0,0,0,0,0,33,0,1,GK
Antonio Raillo,es ESP,DF,Mallorca,33-188,1991,28.6,es La Liga,1709,288,895,702,118,54,1709,3,2,66.7,1,33.3,840,4776,2796,24,13,0,7,6,994,15,5,1,0,39,8,2,2,27,16,0,0,0,84,106,69,60.6,1228,1392,88.2,23202,8024,414,451,91.8,693,744,93.1,106,167,63.5,0,1.4,0.9,-1.4,11,63,6,0,82,27,16,14,10,3,13,17,76.5,4,34,27,7,27,54,169,1,2,29,8,27.6,1.01,0.28,0.07,0.25,13.1,0,0,0,1.6,1.6,0.06,0.4,0.4,22,0.77,18,2,0,2,0,0,1,0.03,1,0,0,0,0,0,1392,1260,131,51,1,3,2,1,0,0,0,0,1228,1,4,Defender
Antonio Raimondo,it ITA,"FW,DF",Venezia,21-027,2004,1.0,it Serie A,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,4,1,6,14.3,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,100.0,0.96,0.96,0.0,0.0,4.4,0,0,0,0.3,0.3,0.32,-0.3,-0.3,2,1.91,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,26,24,2,0,1,0,1,1,0,0,0,0,17,0,0,Wing-Back
Ylber Ramadani,al ALB,MF,Lecce,29-002,1996,17.8,it Serie A,962,60,317,548,112,6,962,22,11,50.0,11,50.0,499,2258,855,8,10,2,18,20,612,6,4,0,0,16,10,0,4,22,26,0,0,0,110,12,22,35.3,656,788,83.2,11637,3282,287,323,88.9,282,322,87.6,75,115,65.2,1,1.1,0.4,-0.1,14,49,3,0,55,48,26,22,26,0,32,48,66.7,16,26,9,17,22,70,23,3,0,15,5,33.3,0.84,0.28,0.0,0.0,25.5,0,0,0,0.5,0.5,0.04,-0.5,-0.5,31,1.74,31,0,0,0,0,0,4,0.22,4,0,0,0,0,0,788,764,19,16,2,3,4,1,1,1,0,0,656,5,10,Central Midfielders
Benito Ramírez,es ESP,"DF,MF",Las Palmas,29-277,1995,4.3,es La Liga,331,16,80,127,128,9,331,8,2,25.0,5,62.5,172,950,481,14,15,1,9,5,204,52,2,1,0,4,6,0,30,1,5,0,0,0,27,3,9,25.0,214,268,79.9,3351,879,119,127,93.7,77,88,87.5,14,33,42.4,0,0.8,0.8,-0.8,10,8,8,6,13,10,5,4,6,0,9,16,56.3,7,6,3,3,1,11,14,1,0,7,1,14.3,1.62,0.23,0.0,0.0,21.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,21,4.9,18,1,0,1,1,0,0,0.0,0,0,0,0,0,0,268,231,36,5,0,0,30,29,2,0,1,0,214,1,10,Defender
Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29-279,1995,19.9,es La Liga,795,24,121,330,357,60,795,37,13,35.1,20,54.1,395,2197,1023,48,18,22,39,25,493,105,6,0,0,22,35,5,107,15,15,1,1,0,74,11,14,44.0,379,586,64.7,6398,2014,180,235,76.6,150,200,75.0,35,94,37.2,3,2.7,2.9,0.3,22,29,8,3,42,24,15,9,11,4,13,29,44.8,16,16,0,16,15,39,20,2,8,45,20,44.4,2.26,1.01,0.18,0.4,23.5,12,0,0,3.1,3.1,0.07,4.9,4.9,48,2.41,25,15,0,2,6,0,5,0.25,3,1,0,0,1,0,586,499,80,24,1,3,107,4,52,13,32,0,379,7,20,Attacking Midfielders
Gonçalo Ramos,pt POR,FW,Paris S-G,23-298,2001,8.1,fr Ligue 1,244,5,22,66,157,73,243,9,1,11.1,7,77.8,94,413,174,6,4,4,8,8,190,45,0,0,0,7,9,7,0,0,6,1,0,0,13,17,11,60.7,132,164,80.5,1499,236,94,109,86.2,26,31,83.9,2,3,66.7,2,1.6,1.2,0.4,11,3,7,0,13,11,6,5,5,1,3,6,50.0,3,4,1,3,0,11,4,0,6,36,20,55.6,4.45,2.47,0.14,0.25,10.1,0,1,1,8.9,8.1,0.22,-2.9,-3.1,21,2.6,16,0,0,3,2,0,5,0.62,3,0,0,1,1,0,164,163,1,0,1,0,0,1,0,0,0,0,132,0,7,Forwards
Aaron Ramsdale,eng ENG,GK,Southampton,26-335,1998,24.0,eng Premier League,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,2,0,0,0,0,17,4,0,100.0,655,1000,65.5,18107,14022,185,185,100.0,251,262,95.8,213,540,39.4,0,0.0,0.1,0.0,0,30,1,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,8,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.08,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1000,783,210,68,0,3,0,0,0,0,0,0,655,7,0,GK
Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,23-321,2001,15.6,eng Premier League,679,12,126,240,324,61,679,37,21,56.8,9,24.3,446,2935,1503,53,30,18,38,20,516,98,1,0,0,11,22,5,10,7,15,0,0,0,68,6,10,37.5,448,525,85.3,5877,1376,312,339,92.0,109,131,83.2,12,17,70.6,3,2.1,2.1,0.9,18,29,19,1,62,28,15,14,9,5,9,17,52.9,8,19,3,16,7,35,7,1,1,16,4,25.0,1.02,0.26,0.06,0.25,16.4,0,0,0,1.3,1.3,0.08,-0.3,-0.3,46,2.94,36,0,4,1,5,0,6,0.38,6,0,0,0,0,0,525,521,1,0,2,3,10,1,0,0,0,0,448,3,14,Attacking Midfielders
Luca Ranieri,it ITA,DF,Fiorentina,25-356,1999,29.6,it Serie A,1800,236,930,825,57,12,1800,17,8,47.1,8,47.1,1056,5099,2566,19,16,1,9,2,1187,9,4,0,0,18,18,1,8,24,19,0,1,0,76,41,50,45.1,1309,1522,86.0,24713,8935,478,509,93.9,667,714,93.4,144,247,58.3,2,1.5,1.2,0.5,12,64,8,4,65,34,19,24,8,2,17,21,81.0,4,42,30,12,24,58,130,1,1,9,3,33.3,0.3,0.1,0.11,0.33,17.0,0,0,0,0.9,0.9,0.12,0.1,0.1,20,0.68,16,0,2,2,0,0,3,0.1,3,0,0,0,0,0,1522,1413,95,63,0,8,8,5,0,0,0,0,1309,14,12,Defender
Grant Ranos,am ARM,FW,Gladbach,21-268,2003,0.2,de Bundesliga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,12,11,1,0,0,0,0,1,0,0,0,0,8,0,0,Forwards
Lilian Raolisoa,fr FRA,"DF,FW",Angers,24-302,2000,10.9,fr Ligue 1,583,37,193,221,184,10,583,41,23,56.1,17,41.5,304,1763,905,22,24,1,16,12,324,37,0,2,0,13,6,2,57,10,22,0,1,0,55,10,8,55.6,307,439,69.9,5222,2501,144,166,86.7,123,172,71.5,30,64,46.9,2,1.5,1.3,0.5,10,24,14,8,36,35,22,22,11,2,15,32,46.9,17,9,2,7,10,45,36,0,0,9,1,11.1,0.82,0.09,0.0,0.0,24.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,23,2.11,17,4,2,0,0,0,3,0.27,2,1,0,0,0,0,439,345,90,16,3,3,57,60,14,2,8,1,307,4,16,Wing-Back
Raphinha,br BRA,"FW,MF",Barcelona,28-121,1996,26.0,es La Liga,1513,30,97,538,901,150,1512,89,44,49.4,38,42.7,814,4516,2277,77,50,39,45,25,1050,277,3,0,0,7,29,8,182,8,21,2,0,0,81,7,5,58.3,838,1208,69.4,14442,4143,424,512,82.8,292,390,74.9,99,215,46.0,8,11.0,8.6,-3.0,77,73,57,16,122,34,21,6,17,11,18,34,52.9,16,23,2,21,8,42,24,0,13,88,34,38.6,3.38,1.31,0.14,0.35,19.1,14,1,1,14.6,13.8,0.16,-1.6,-1.8,135,5.19,83,26,7,11,7,1,21,0.81,10,2,4,2,2,1,1208,1002,194,42,7,15,182,15,120,35,39,0,838,12,31,Attacking Midfielders
Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,27-165,1997,10.9,eng Premier League,440,3,35,189,222,34,440,39,9,23.1,26,66.7,293,1694,728,20,19,12,14,6,341,79,2,0,0,8,7,7,27,4,4,0,0,0,24,5,7,41.7,253,343,73.8,3508,868,168,201,83.6,56,85,65.9,14,28,50.0,1,2.1,1.4,-1.1,15,13,16,8,21,7,4,2,2,3,3,9,33.3,6,8,0,8,4,11,7,0,4,16,9,56.3,1.47,0.83,0.25,0.44,16.4,0,0,0,1.7,1.7,0.11,2.3,2.3,29,2.67,24,1,2,2,0,0,1,0.09,1,0,0,0,0,0,343,334,9,1,6,5,27,4,1,1,0,0,253,0,10,Attacking Midfielders
