Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live_x,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off_x,Crs_x,Int_x,TklW_x,PKwon,PKcon,OG,Recov,Won,Lost_x,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Total - Tkl,TklW_y,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers- Tkl,Att_x,Tkl%,Lost_y,Total Blocks,Shots Blocked,Passes Blocked,Int_y,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,TO,GCA - Sh,GCA - Fld,GCA - Def,Att_y,Live_y,Dead,FK_y,TB,Sw,Crs_y,TI,CK,In,Out,Str,Cmp,Off_y,Blocks,position_group
Curtis Jones,eng ENG,"MF,DF",Liverpool,24-074,2001,15.7,eng Premier League,1011,26,155,533,329,50,1011,16,10,62.5,5,31.3,612,2932,1318,21,14,5,22,29,759,67,3,1,1,15,21,0,6,5,17,1,0,0,74,13,12,52.0,798,855,93.3,11606,2334,459,473,97.0,292,314,93.0,28,38,73.7,3,1.0,1.4,2.0,19,58,16,0,83,33,17,6,20,7,14,22,63.6,8,15,7,8,5,38,8,2,3,29,12,41.4,1.85,0.76,0.1,0.25,15.6,0,0,0,4.1,4.1,0.14,-1.1,-1.1,40,2.55,35,0,0,3,2,0,7,0.45,5,0,0,1,1,0,855,806,47,9,2,2,6,23,1,0,0,0,798,2,8,Defensive-Midfielders
Frenkie de Jong,nl NED,MF,Barcelona,27-337,1997,8.5,es La Liga,785,11,92,529,165,10,785,8,5,62.5,3,37.5,520,2902,1667,24,26,0,2,5,636,14,3,0,0,10,13,0,4,3,7,0,1,0,33,7,5,58.3,689,735,93.7,10397,2923,381,388,98.2,250,266,94.0,33,40,82.5,2,1.8,1.6,0.2,17,88,7,0,73,12,7,3,5,4,5,12,41.7,7,5,0,5,3,15,6,0,2,4,3,75.0,0.47,0.35,0.5,0.67,18.4,0,0,0,0.6,0.6,0.16,1.4,1.4,32,3.75,28,0,2,1,0,1,10,1.17,8,0,2,0,0,0,735,719,14,13,4,2,4,1,0,0,0,0,689,2,7,Central Midfielders
Joan Jordán,es ESP,MF,Alavés,30-282,1994,13.6,es La Liga,902,23,115,531,266,10,899,7,6,85.7,1,14.3,419,1386,720,6,15,1,13,3,540,29,3,0,0,25,11,1,90,8,16,0,0,0,50,14,10,58.3,598,798,74.9,11374,3646,264,301,87.7,232,288,80.6,87,171,50.9,2,2.2,2.2,-0.2,25,93,11,4,89,26,16,10,13,3,13,26,50.0,13,11,0,11,8,34,18,0,4,12,4,33.3,0.88,0.29,0.17,0.5,25.6,5,2,3,4.0,1.6,0.13,0.0,0.4,46,3.38,28,16,0,0,2,0,3,0.22,2,1,0,0,0,0,798,667,128,57,0,16,90,3,52,19,27,1,598,3,13,Central Midfielders
Jorginho,it ITA,MF,Arsenal,33-115,1991,7.8,eng Premier League,519,9,92,303,130,3,519,4,1,25.0,2,50.0,302,1498,874,12,13,0,10,9,388,6,5,0,0,15,17,0,1,7,4,0,0,0,54,1,6,14.3,410,473,86.7,6450,1591,215,235,91.5,167,189,88.4,21,36,58.3,0,0.4,0.6,-0.4,3,44,10,0,48,12,4,1,7,4,8,20,40.0,12,3,0,3,7,19,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,12,1.55,10,0,0,0,2,0,0,0.0,0,0,0,0,0,0,473,465,8,7,4,1,1,0,0,0,0,0,410,0,5,Central Midfielders
Jesse Joronen,fi FIN,GK,Venezia,32-024,1993,7.8,it Serie A,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,11,3,0,100.0,223,302,73.8,5362,3464,37,37,100.0,138,143,96.5,47,118,39.8,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,302,241,60,19,0,0,0,0,0,0,0,0,223,1,2,GK
Jota,pt POR,"FW,MF",Rennes,26-015,1999,3.7,fr Ligue 1,172,1,13,65,95,16,172,13,4,30.8,8,61.5,114,655,334,13,6,5,7,2,130,35,0,0,0,3,2,3,16,3,2,0,0,0,11,1,1,50.0,95,132,72.0,1498,360,45,53,84.9,39,51,76.5,5,13,38.5,0,0.3,0.4,-0.3,5,10,6,2,16,5,2,2,3,0,4,7,57.1,3,1,0,1,3,8,2,0,1,4,2,50.0,1.08,0.54,0.25,0.5,9.7,0,0,0,1.3,1.3,0.33,-0.3,-0.3,7,1.89,6,0,1,0,0,0,1,0.27,1,0,0,0,0,0,132,124,8,1,1,1,16,4,3,1,0,0,95,0,4,Attacking Midfielders
Diogo Jota,pt POR,FW,Liverpool,28-131,1996,11.6,eng Premier League,423,5,27,173,230,84,423,30,11,36.7,18,60.0,233,1395,736,35,21,20,35,21,295,83,2,0,0,16,11,1,8,6,7,1,0,0,38,20,27,42.6,188,274,68.6,2791,670,102,135,75.6,64,87,73.6,11,19,57.9,3,1.8,1.1,1.2,11,27,3,1,31,11,7,0,7,4,7,19,36.8,12,9,0,9,6,17,6,0,6,41,13,31.7,3.54,1.12,0.15,0.46,12.7,0,0,0,6.8,6.8,0.17,-0.8,-0.8,33,2.85,21,0,6,4,1,1,8,0.69,5,0,2,0,1,0,274,269,3,0,1,2,8,1,0,0,0,0,188,2,12,Forwards
Antoine Joujou,fr FRA,"MF,FW",Le Havre,22-033,2003,10.3,fr Ligue 1,403,15,80,137,200,39,403,60,29,48.3,30,50.0,240,1996,1001,42,22,17,32,16,242,82,1,0,0,7,7,2,32,8,11,0,0,0,57,3,18,14.3,161,247,65.2,2313,656,91,123,74.0,49,80,61.3,10,19,52.6,2,2.9,2.8,-0.9,14,8,13,8,18,16,11,10,4,2,9,15,60.0,6,15,3,12,8,24,19,0,0,11,2,18.2,1.07,0.19,0.0,0.0,18.4,0,0,0,0.6,0.6,0.06,-0.6,-0.6,34,3.31,21,0,6,4,2,1,3,0.29,2,0,1,0,0,0,247,244,3,0,1,0,32,2,1,1,0,0,161,0,12,Attacking Midfielders
Luka Jović,rs SRB,"FW,MF",Milan,27-112,1997,3.1,it Serie A,89,3,10,44,38,14,89,4,3,75.0,1,25.0,57,299,137,5,1,1,4,2,71,18,1,0,0,4,5,0,2,1,0,0,0,0,6,4,5,44.4,59,70,84.3,877,240,31,34,91.2,26,31,83.9,2,2,100.0,0,0.7,0.5,-0.7,9,9,4,1,17,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,8,3,37.5,2.58,0.97,0.25,0.67,13.3,0,0,0,1.9,1.9,0.24,0.1,0.1,12,3.88,10,0,2,0,0,0,0,0.0,0,0,0,0,0,0,70,65,4,0,2,0,2,0,0,0,0,0,59,1,0,Attacking Midfielders
Juanmi,es ESP,"FW,MF",Getafe,31-329,1993,7.1,es La Liga,209,1,20,105,85,18,209,9,4,44.4,5,55.6,118,520,163,5,5,1,26,7,136,26,2,0,0,18,10,6,0,2,9,0,0,0,20,6,7,46.2,99,130,76.2,1404,202,63,77,81.8,24,29,82.8,7,9,77.8,0,0.3,0.1,-0.3,4,3,3,0,7,12,9,2,7,3,5,15,33.3,10,6,0,6,2,14,3,0,0,11,5,45.5,1.55,0.71,0.0,0.0,13.4,0,0,0,2.1,2.1,0.2,-2.1,-2.1,8,1.13,6,0,1,0,0,1,1,0.14,1,0,0,0,0,0,130,125,5,0,0,0,0,2,0,0,0,0,99,0,9,Attacking Midfielders
Juanmi,es ESP,"FW,MF",Betis,31-329,1993,2.7,es La Liga,109,3,23,46,41,14,109,8,4,50.0,3,37.5,62,307,101,4,1,2,7,4,74,18,2,0,0,6,7,1,1,1,4,0,0,0,14,6,1,85.7,58,70,82.9,674,153,49,54,90.7,6,8,75.0,2,2,100.0,0,0.4,0.1,-0.4,4,2,1,0,4,7,4,3,3,1,4,6,66.7,2,4,0,4,1,8,4,0,0,6,1,16.7,2.21,0.37,0.0,0.0,14.1,0,0,0,0.7,0.7,0.11,-0.7,-0.7,5,1.84,3,0,1,0,1,0,0,0.0,0,0,0,0,0,0,70,67,3,1,0,0,1,2,0,0,0,0,58,0,5,Attacking Midfielders
Juanpe,es ESP,DF,Girona,33-349,1991,6.7,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,1,8,5,0,0,0,19,20,8,71.4,439,502,87.5,9180,2986,116,125,92.8,264,279,94.6,57,89,64.0,0,0.1,0.1,-0.1,2,29,1,0,25,8,5,5,3,0,6,8,75.0,2,14,9,5,8,16,45,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.3,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,502,467,34,27,0,11,1,5,0,0,0,0,439,1,5,Defender
Jubal,br BRA,DF,Auxerre,31-228,1993,25.4,fr Ligue 1,1234,224,716,472,52,38,1230,3,2,66.7,1,33.3,568,2330,775,1,3,0,7,2,655,3,5,0,0,22,20,1,0,21,34,1,2,0,82,67,24,73.6,754,879,85.8,15114,4592,221,240,92.1,449,479,93.7,79,143,55.2,0,0.9,0.8,-0.9,6,26,7,0,26,53,34,43,9,1,25,36,69.4,11,56,31,25,21,74,170,1,6,26,7,26.9,1.02,0.28,0.12,0.43,17.6,2,3,4,5.2,2.0,0.08,0.8,1.0,15,0.59,9,1,0,2,1,2,1,0.04,0,0,0,0,1,0,879,823,55,46,0,6,0,0,0,0,0,0,754,1,5,Defender
Anthony Jung,de GER,DF,Werder Bremen,33-162,1991,21.0,de Bundesliga,1688,230,895,732,72,1,1688,9,7,77.8,1,11.1,1039,4721,2319,20,20,0,13,2,1161,6,1,0,0,9,15,2,4,25,22,0,2,0,80,34,20,63.0,1348,1506,89.5,24270,8766,514,555,92.6,694,733,94.7,112,165,67.9,0,0.1,0.5,-0.1,2,100,6,1,121,34,22,22,11,1,22,34,64.7,12,23,14,9,25,59,76,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,14,0.67,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0,1506,1382,121,49,0,0,4,11,0,0,0,0,1348,3,11,Defender
Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,24-090,2001,9.2,es La Liga,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,10,3,1,75.0,195,273,71.4,5064,3689,50,50,100.0,90,92,97.8,52,128,40.6,0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,273,195,78,27,0,0,0,0,0,0,0,0,195,0,0,GK
Hamed Junior Traorè,ci CIV,MF,Auxerre,25-057,2000,21.7,fr Ligue 1,894,9,105,388,419,84,894,95,31,32.6,57,60.0,558,3518,1758,64,46,17,68,49,604,137,5,0,0,30,38,7,40,6,20,1,0,0,97,11,19,36.7,418,572,73.1,6409,2038,230,262,87.8,133,181,73.5,33,72,45.8,2,2.7,2.7,-0.7,26,47,24,4,89,41,20,11,17,13,16,53,30.2,37,14,0,14,6,47,11,0,10,65,26,40.0,3.0,1.2,0.15,0.38,19.2,2,0,0,7.7,7.7,0.12,2.3,2.3,67,3.09,44,3,4,9,6,1,6,0.28,2,0,2,1,1,0,572,520,45,13,9,6,40,12,11,5,3,0,418,7,16,Central Midfielders
Vinicius Júnior,br BRA,FW,Real Madrid,24-276,2000,20.9,es La Liga,1032,3,60,306,688,170,1029,157,67,42.7,78,49.7,785,6370,3733,140,68,91,59,43,877,225,8,1,0,27,58,9,48,3,8,2,0,0,57,1,7,12.5,545,730,74.7,8292,1981,311,377,82.5,163,203,80.3,45,74,60.8,5,5.6,5.4,-0.6,44,44,28,4,69,18,8,6,3,9,4,16,25.0,12,5,0,5,3,21,1,2,11,68,21,30.9,3.26,1.01,0.13,0.43,17.4,0,2,3,9.6,7.5,0.11,1.4,1.5,110,5.27,60,1,24,11,11,3,14,0.67,7,0,5,0,2,0,730,701,21,6,10,12,48,7,6,0,0,0,545,8,37,Forwards
Josip Juranović,hr CRO,"DF,MF",Union Berlin,29-241,1995,11.9,de Bundesliga,642,35,186,253,213,7,642,23,10,43.5,8,34.8,275,1355,684,19,11,3,12,3,288,41,4,0,0,8,5,1,76,7,11,0,0,0,57,4,5,44.4,341,534,63.9,6868,2964,116,148,78.4,151,224,67.4,63,129,48.8,1,1.8,2.7,-0.8,26,29,20,12,45,19,11,11,5,3,9,22,40.9,13,12,6,6,7,26,35,2,0,5,2,40.0,0.42,0.17,0.0,0.0,23.9,1,0,0,0.3,0.3,0.05,-0.3,-0.3,48,4.04,28,19,0,1,0,0,2,0.17,0,2,0,0,0,0,534,371,159,20,0,3,76,112,27,14,10,2,341,4,12,Defender
David Jurásek,cz CZE,DF,Hoffenheim,24-250,2000,6.7,de Bundesliga,485,16,131,188,169,9,485,11,2,18.2,8,72.7,230,1249,574,16,21,1,6,5,300,41,0,0,0,1,2,1,53,5,3,0,0,0,40,2,2,50.0,300,427,70.3,5022,1719,157,183,85.8,109,154,70.8,25,60,41.7,0,0.8,0.8,-0.8,6,21,10,8,21,6,3,3,2,1,2,5,40.0,3,5,0,5,5,11,17,0,0,5,2,40.0,0.75,0.3,0.0,0.0,27.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,17,2.55,13,2,0,1,1,0,0,0.0,0,0,0,0,0,0,427,352,73,1,1,2,53,72,0,0,0,0,300,2,16,Defender
Stanko Jurić,hr CRO,MF,Valladolid,28-241,1996,15.7,es La Liga,796,78,352,399,55,9,796,8,5,62.5,3,37.5,324,1573,660,4,4,2,18,12,445,7,7,1,1,35,8,0,0,18,21,0,0,0,76,42,13,76.4,518,612,84.6,8422,2340,255,287,88.9,225,250,90.0,27,46,58.7,0,0.5,0.1,-0.5,4,28,2,0,45,42,21,23,16,3,16,39,41.0,23,25,8,17,18,60,47,0,0,7,1,14.3,0.45,0.06,0.0,0.0,13.0,0,0,0,0.8,0.8,0.11,-0.8,-0.8,6,0.38,4,0,0,1,0,1,1,0.06,1,0,0,0,0,0,612,595,16,16,1,1,0,0,0,0,0,0,518,1,13,Central Midfielders
James Justin,eng ENG,DF,Leicester City,27-050,1998,28.1,eng Premier League,1660,130,581,736,353,36,1660,28,9,32.1,12,42.9,737,3093,1522,36,25,4,30,12,913,90,5,0,0,19,34,2,52,41,29,0,0,0,74,57,46,55.3,1014,1309,77.5,15620,4879,528,611,86.4,416,496,83.9,40,118,33.9,1,0.5,0.7,0.5,12,66,21,7,80,47,29,25,17,5,27,49,55.1,22,38,12,26,41,88,123,3,2,24,6,25.0,0.86,0.21,0.08,0.33,16.0,2,0,0,1.5,1.5,0.06,0.5,0.5,31,1.1,20,2,1,4,4,0,1,0.04,1,0,0,0,0,0,1309,1070,237,19,1,2,52,218,0,0,0,0,1014,2,34,Defender
Filip Jørgensen,dk DEN,GK,Chelsea,22-363,2002,6.0,eng Premier League,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,158,189,83.6,2843,1649,64,64,100.0,79,81,97.5,11,40,27.5,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,189,169,20,2,0,0,0,0,0,0,0,0,158,0,0,GK
Mohamed Kaba,fr FRA,MF,Lecce,23-169,2001,2.8,it Serie A,170,7,44,97,30,5,170,4,0,0.0,3,75.0,97,498,185,2,4,0,9,5,117,7,1,0,0,5,8,0,1,2,7,0,0,0,13,6,6,50.0,94,121,77.7,1604,460,47,56,83.9,43,50,86.0,4,11,36.4,0,0.0,0.0,0.0,1,11,1,0,13,12,7,6,5,1,7,8,87.5,1,5,1,4,2,14,7,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,10,3.54,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0,121,118,3,3,1,1,1,0,0,0,0,0,94,0,2,Central Midfielders
Yusuf Kabadayı,de GER,"FW,MF",Augsburg,21-071,2004,0.8,de Bundesliga,42,0,2,16,25,2,42,6,2,33.3,3,50.0,29,246,73,2,4,0,6,0,30,8,0,0,0,1,1,1,1,0,0,0,0,0,6,0,2,0.0,16,25,64.0,251,69,9,10,90.0,6,10,60.0,1,2,50.0,0,0.0,0.0,0.0,1,0,1,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,4,1,25.0,5.07,1.27,0.25,1.0,19.7,0,0,0,0.6,0.6,0.16,0.4,0.4,4,5.07,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,25,24,1,0,0,0,1,1,0,0,0,0,16,0,1,Attacking Midfielders
Almugera Kabar,de GER,DF,Dortmund,18-312,2006,1.5,de Bundesliga,114,0,27,68,20,1,114,2,1,50.0,0,0.0,71,285,101,5,3,0,0,3,78,2,2,1,1,2,2,0,1,1,3,0,0,0,4,2,3,40.0,89,98,90.8,1317,221,53,57,93.0,33,35,94.3,2,5,40.0,0,0.5,0.4,-0.5,3,7,2,1,6,5,3,2,2,1,3,3,100.0,0,1,0,1,1,6,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3,1.99,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,98,84,14,0,0,0,1,14,0,0,0,0,89,0,0,Defender
Christian Kabasele,be BEL,DF,Udinese,34-049,1991,10.2,it Serie A,610,73,260,301,50,22,610,1,1,100.0,0,0.0,358,1776,974,9,7,0,8,3,401,7,0,0,0,18,12,0,2,10,7,0,2,0,29,29,17,63.0,431,504,85.5,8358,2898,148,161,91.9,211,236,89.4,63,90,70.0,0,0.2,0.5,-0.2,5,40,1,0,40,12,7,5,7,0,6,8,75.0,2,9,3,6,10,22,44,1,1,14,3,21.4,1.38,0.29,0.07,0.33,12.8,0,0,0,0.8,0.8,0.06,0.2,0.2,11,1.08,7,0,1,3,0,0,0,0.0,0,0,0,0,0,0,504,477,27,15,0,5,2,6,0,0,0,0,431,0,3,Defender
Issa Kaboré,bf BFA,"DF,FW",Werder Bremen,23-337,2001,3.4,de Bundesliga,253,12,57,95,109,16,253,21,7,33.3,13,61.9,128,898,440,15,12,5,9,2,137,35,0,0,0,4,8,1,19,2,4,1,0,0,20,6,3,66.7,142,180,78.9,2066,736,83,90,92.2,45,58,77.6,8,20,40.0,0,0.8,0.5,-0.8,7,4,5,3,8,8,4,2,5,1,4,6,66.7,2,8,2,6,2,10,7,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,15,4.38,9,0,1,4,1,0,4,1.17,1,0,0,2,1,0,180,137,43,2,0,1,19,41,0,0,0,0,142,0,5,Wing-Back
Yaya Kader Fofana,ml MLI,"MF,FW",Reims,20-306,2004,7.0,fr Ligue 1,317,7,78,156,92,17,317,22,14,63.6,8,36.4,209,1359,773,19,12,6,14,8,220,29,4,0,0,16,7,0,6,3,11,0,0,0,33,4,10,28.6,177,232,76.3,2512,795,113,134,84.3,44,63,69.8,12,19,63.2,1,1.7,1.0,-0.7,7,14,10,1,22,17,11,8,5,4,4,12,33.3,8,11,2,9,3,20,2,0,1,13,4,30.8,1.85,0.57,0.08,0.25,20.1,0,0,0,0.6,0.6,0.05,0.4,0.4,22,3.12,16,0,4,0,1,1,5,0.71,3,0,2,0,0,0,232,228,4,3,3,0,6,0,1,0,0,0,177,0,5,Attacking Midfielders
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,32-354,1992,13.2,de Bundesliga,765,39,203,320,244,19,765,7,5,71.4,2,28.6,343,1360,684,12,13,1,4,3,460,60,5,0,0,16,7,1,57,17,10,0,0,0,20,43,34,55.8,455,652,69.8,7171,2791,240,278,86.3,176,267,65.9,29,70,41.4,0,1.7,1.5,-1.7,18,35,15,11,38,19,10,9,3,7,12,27,44.4,15,10,3,7,17,36,44,1,0,7,1,14.3,0.53,0.08,0.0,0.0,16.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,32,2.43,22,5,3,1,0,1,1,0.08,1,0,0,0,0,0,652,526,122,7,1,1,57,115,0,0,0,0,455,4,11,Defender
Tino Kadewere,zw ZIM,"MF,FW",Nantes,29-099,1996,5.3,fr Ligue 1,211,5,37,100,79,19,211,14,3,21.4,11,78.6,116,522,212,4,4,1,10,7,139,25,1,0,0,5,2,2,2,5,7,0,0,0,28,13,12,52.0,110,149,73.8,1608,479,59,77,76.6,42,50,84.0,4,6,66.7,2,1.0,0.5,1.0,8,6,3,0,16,13,7,4,3,6,6,12,50.0,6,3,0,3,5,18,8,0,1,7,5,71.4,1.33,0.95,0.14,0.2,16.0,0,0,0,1.6,1.6,0.22,-0.6,-0.6,17,3.22,12,1,0,2,0,2,2,0.38,2,0,0,0,0,0,149,146,2,1,1,0,2,1,0,0,0,0,110,1,7,Attacking Midfielders
Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,25-189,1999,4.3,eng Premier League,231,13,71,91,72,9,231,7,3,42.9,3,42.9,124,479,183,1,0,0,6,2,144,27,1,0,0,5,3,1,9,8,6,0,0,0,14,3,1,75.0,144,175,82.3,2372,698,73,82,89.0,61,74,82.4,9,14,64.3,0,0.2,0.3,-0.2,5,10,9,4,15,10,6,4,5,1,6,15,40.0,9,2,2,0,8,18,17,0,1,4,1,25.0,0.94,0.23,0.25,1.0,15.1,0,0,0,0.4,0.4,0.11,0.6,0.6,13,3.03,11,0,0,0,1,1,2,0.47,2,0,0,0,0,0,175,157,17,2,1,0,9,15,0,0,0,0,144,1,1,Defender
Arnaud Kalimuendo,fr FRA,"FW,MF",Rennes,23-084,2002,24.8,fr Ligue 1,763,11,57,364,351,115,756,52,17,32.7,33,63.5,452,2331,1030,40,26,24,53,53,594,153,2,0,0,26,35,12,12,4,11,1,0,0,55,21,52,28.8,411,521,78.9,6201,1161,218,261,83.5,132,156,84.6,30,36,83.3,3,1.9,2.0,1.1,17,34,14,1,67,17,11,5,8,4,6,12,50.0,6,9,2,7,4,21,11,0,14,58,22,37.9,2.34,0.89,0.16,0.41,16.5,1,5,7,12.4,7.1,0.12,1.6,1.9,44,1.77,33,0,2,6,2,1,6,0.24,4,0,0,2,0,0,521,476,43,4,3,4,12,0,0,0,0,0,411,2,22,Attacking Midfielders
Pierre Kalulu,fr FRA,DF,Juventus,24-313,2000,22.3,it Serie A,2071,169,854,1098,129,14,2071,10,3,30.0,5,50.0,1439,8639,4586,36,30,2,15,6,1612,14,2,0,0,19,16,1,16,15,21,0,1,0,85,23,41,35.9,1780,1902,93.6,29514,8819,844,884,95.5,828,860,96.3,86,118,72.9,0,0.2,0.4,-0.2,8,111,8,3,93,36,21,26,8,2,18,23,78.3,5,25,15,10,15,51,56,1,1,7,3,42.9,0.31,0.13,0.14,0.33,10.9,0,0,0,0.7,0.7,0.1,0.3,0.3,28,1.25,24,0,0,1,2,1,1,0.04,1,0,0,0,0,0,1902,1799,101,41,2,4,16,24,0,0,0,0,1780,2,8,Defender
Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,20-110,2004,0.3,fr Ligue 1,18,0,2,5,11,1,18,2,1,50.0,1,50.0,13,88,31,1,1,0,2,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,9,11,81.8,108,2,6,7,85.7,3,3,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,11,0,0,0,0,1,0,0,0,0,0,9,0,0,Attacking Midfielders
Daichi Kamada,jp JPN,MF,Crystal Palace,28-252,1996,13.3,eng Premier League,720,18,155,383,186,21,720,13,4,30.8,7,53.8,346,1636,758,18,13,4,13,17,462,45,3,1,0,24,17,2,20,15,23,0,0,0,57,3,12,20.0,452,573,78.9,7210,1922,244,280,87.1,174,214,81.3,24,42,57.1,0,1.5,1.2,-1.5,16,39,11,2,65,40,23,17,20,3,12,35,34.3,23,17,3,14,15,55,11,0,0,14,4,28.6,1.05,0.3,0.0,0.0,20.3,0,0,0,0.8,0.8,0.06,-0.8,-0.8,39,2.93,32,3,0,1,1,2,3,0.23,2,1,0,0,0,0,573,550,22,9,3,4,20,2,9,5,1,0,452,1,13,Central Midfielders
Waren Kamanzi,no NOR,"DF,MF",Toulouse,24-154,2000,8.8,fr Ligue 1,473,13,84,244,149,17,473,19,10,52.6,8,42.1,258,1439,721,18,11,3,12,8,276,50,3,0,0,13,9,1,12,7,12,0,0,0,46,5,0,100.0,306,373,82.0,4430,1126,167,186,89.8,120,140,85.7,9,18,50.0,1,0.8,0.3,0.2,8,21,6,0,27,25,12,11,11,3,12,24,50.0,12,3,1,2,7,32,19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,16,1.82,13,0,1,0,2,0,1,0.11,1,0,0,0,0,0,373,326,47,6,1,0,12,41,0,0,0,0,306,0,15,Defender
Boubacar Kamara,fr FRA,MF,Aston Villa,25-142,1999,13.4,eng Premier League,833,82,259,480,99,8,833,22,8,36.4,7,31.8,432,2138,1020,16,10,1,7,9,556,5,2,0,0,19,24,0,1,14,18,0,0,0,61,14,16,46.7,614,689,89.1,9590,2966,311,332,93.7,268,294,91.2,22,42,52.4,0,0.5,0.4,-0.5,8,68,7,0,65,44,18,25,15,4,26,48,54.2,22,15,5,10,14,58,41,3,0,6,1,16.7,0.45,0.07,0.0,0.0,19.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,19,1.42,14,1,1,0,1,2,2,0.15,2,0,0,0,0,0,689,667,22,20,2,0,1,0,0,0,0,0,614,0,6,Central Midfielders
